1, plains, modern_beta:alpha, MONSTER, minecraft:spider, 60, 4, 4
956, ocean, modern_beta:pe_frozen_ocean, WATER_AMBIENT, minecraft:salmon, 15, 1, 5
957, icy, modern_beta:pe_ice_desert, MONSTER, minecraft:spider, 60, 4, 4
958, icy, modern_beta:pe_ice_desert, MONSTER, minecraft:zombie, 60, 4, 4
959, icy, modern_beta:pe_ice_desert, MONSTER, minecraft:zombie_villager, 10, 1, 1
960, icy, modern_beta:pe_ice_desert, MONSTER, minecraft:skeleton, 20, 4, 4
961, icy, modern_beta:pe_ice_desert, MONSTER, minecraft:creeper, 60, 4, 4
962, icy, modern_beta:pe_ice_desert, MONSTER, minecraft:slime, 60, 4, 4
963, icy, modern_beta:pe_ice_desert, MONSTER, minecraft:enderman, 5, 1, 4
964, icy, modern_beta:pe_ice_desert, MONSTER, minecraft:witch, 5, 1, 1
965, icy, modern_beta:pe_ice_desert, MONSTER, minecraft:stray, 60, 4, 4
966, icy, modern_beta:pe_ice_desert, CREATURE, minecraft:rabbit, 10, 2, 3
967, icy, modern_beta:pe_ice_desert, CREATURE, minecraft:polar_bear, 10, 1, 2
968, icy, modern_beta:pe_ice_desert, CREATURE, minecraft:goat, 10, 4, 6
969, icy, modern_beta:pe_ice_desert, AMBIENT, minecraft:bat, 10, 8, 8
970, icy, modern_beta:pe_ice_desert, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
971, icy, modern_beta:pe_ice_desert, WATER_CREATURE, minecraft:squid, 10, 1, 4
972, ocean, modern_beta:pe_lukewarm_ocean, MONSTER, minecraft:spider, 60, 4, 4
973, ocean, modern_beta:pe_lukewarm_ocean, MONSTER, minecraft:zombie, 60, 4, 4
974, ocean, modern_beta:pe_lukewarm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
975, ocean, modern_beta:pe_lukewarm_ocean, MONSTER, minecraft:skeleton, 60, 4, 4
976, ocean, modern_beta:pe_lukewarm_ocean, MONSTER, minecraft:creeper, 60, 4, 4
977, ocean, modern_beta:pe_lukewarm_ocean, MONSTER, minecraft:slime, 60, 4, 4
978, ocean, modern_beta:pe_lukewarm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
979, ocean, modern_beta:pe_lukewarm_ocean, MONSTER, minecraft:witch, 5, 1, 1
960, ocean, modern_beta:pe_lukewarm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
981, ocean, modern_beta:pe_lukewarm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
982, ocean, modern_beta:pe_lukewarm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
983, ocean, modern_beta:pe_lukewarm_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 2
984, ocean, modern_beta:pe_lukewarm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
985, ocean, modern_beta:pe_lukewarm_ocean, WATER_AMBIENT, minecraft:cod, 15, 3, 6
986, ocean, modern_beta:pe_lukewarm_ocean, WATER_AMBIENT, minecraft:pufferfish, 10, 1, 3
987, ocean, modern_beta:pe_lukewarm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
988, ocean, modern_beta:pe_ocean, MONSTER, minecraft:spider, 60, 4, 4
989, ocean, modern_beta:pe_ocean, MONSTER, minecraft:zombie, 60, 4, 4
990, ocean, modern_beta:pe_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
991, ocean, modern_beta:pe_ocean, MONSTER, minecraft:skeleton, 60, 4, 4
992, ocean, modern_beta:pe_ocean, MONSTER, minecraft:creeper, 60, 4, 4
993, ocean, modern_beta:pe_ocean, MONSTER, minecraft:slime, 60, 4, 4
994, ocean, modern_beta:pe_ocean, MONSTER, minecraft:enderman, 5, 1, 4
995, ocean, modern_beta:pe_ocean, MONSTER, minecraft:witch, 5, 1, 1
996, ocean, modern_beta:pe_ocean, MONSTER, minecraft:drowned, 10, 1, 1
997, ocean, modern_beta:pe_ocean, AMBIENT, minecraft:bat, 10, 8, 8
998, ocean, modern_beta:pe_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
999, ocean, modern_beta:pe_ocean, WATER_CREATURE, minecraft:squid, 10, 1, 4
1000, ocean, modern_beta:pe_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1001, ocean, modern_beta:pe_ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1002, plains, modern_beta:pe_plains, MONSTER, minecraft:spider, 60, 4, 4
1003, plains, modern_beta:pe_plains, MONSTER, minecraft:zombie, 60, 4, 4
1004, plains, modern_beta:pe_plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
1005, plains, modern_beta:pe_plains, MONSTER, minecraft:skeleton, 60, 4, 4
1006, plains, modern_beta:pe_plains, MONSTER, minecraft:creeper, 60, 4, 4
1007, plains, modern_beta:pe_plains, MONSTER, minecraft:slime, 60, 4, 4
1008, plains, modern_beta:pe_plains, MONSTER, minecraft:enderman, 5, 1, 4
1009, plains, modern_beta:pe_plains, MONSTER, minecraft:witch, 5, 1, 1
1010, plains, modern_beta:pe_plains, CREATURE, minecraft:sheep, 20, 4, 4
1011, plains, modern_beta:pe_plains, CREATURE, minecraft:pig, 20, 4, 4
1012, plains, modern_beta:pe_plains, CREATURE, minecraft:chicken, 20, 4, 4
1013, plains, modern_beta:pe_plains, CREATURE, minecraft:cow, 20, 4, 4
1014, plains, modern_beta:pe_plains, CREATURE, minecraft:horse, 10, 2, 6
1015, plains, modern_beta:pe_plains, CREATURE, minecraft:donkey, 10, 1, 3
1016, plains, modern_beta:pe_plains, CREATURE, minecraft:turtle, 10, 2, 5
1017, plains, modern_beta:pe_plains, AMBIENT, minecraft:bat, 10, 8, 8
1018, plains, modern_beta:pe_plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1019, plains, modern_beta:pe_plains, WATER_CREATURE, minecraft:squid, 10, 1, 4
1020, jungle, modern_beta:pe_rainforest, MONSTER, minecraft:spider, 60, 4, 4
1021, jungle, modern_beta:pe_rainforest, MONSTER, minecraft:zombie, 60, 4, 4
1022, jungle, modern_beta:pe_rainforest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1023, jungle, modern_beta:pe_rainforest, MONSTER, minecraft:skeleton, 60, 4, 4
1024, jungle, modern_beta:pe_rainforest, MONSTER, minecraft:creeper, 60, 4, 4
1025, jungle, modern_beta:pe_rainforest, MONSTER, minecraft:slime, 60, 4, 4
1026, jungle, modern_beta:pe_rainforest, MONSTER, minecraft:enderman, 5, 1, 4
1027, jungle, modern_beta:pe_rainforest, MONSTER, minecraft:witch, 5, 1, 1
1028, jungle, modern_beta:pe_rainforest, MONSTER, minecraft:ocelot, 10, 1, 3
1029, jungle, modern_beta:pe_rainforest, CREATURE, minecraft:sheep, 20, 4, 4
1030, jungle, modern_beta:pe_rainforest, CREATURE, minecraft:pig, 20, 4, 4
1031, jungle, modern_beta:pe_rainforest, CREATURE, minecraft:chicken, 20, 4, 4
1032, jungle, modern_beta:pe_rainforest, CREATURE, minecraft:cow, 20, 4, 4
1033, jungle, modern_beta:pe_rainforest, CREATURE, minecraft:panda, 10, 1, 2
1034, jungle, modern_beta:pe_rainforest, CREATURE, minecraft:parrot, 40, 1, 2
1035, jungle, modern_beta:pe_rainforest, CREATURE, minecraft:turtle, 10, 2, 5
1036, jungle, modern_beta:pe_rainforest, AMBIENT, minecraft:bat, 10, 8, 8
1037, jungle, modern_beta:pe_rainforest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1038, jungle, modern_beta:pe_rainforest, WATER_CREATURE, minecraft:squid, 10, 1, 4
1039, plains, modern_beta:pe_savanna, MONSTER, minecraft:spider, 60, 4, 4
1040, plains, modern_beta:pe_savanna, MONSTER, minecraft:zombie, 60, 4, 4
1041, plains, modern_beta:pe_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
1042, plains, modern_beta:pe_savanna, MONSTER, minecraft:skeleton, 60, 4, 4
1043, plains, modern_beta:pe_savanna, MONSTER, minecraft:creeper, 60, 4, 4
1044, plains, modern_beta:pe_savanna, MONSTER, minecraft:slime, 60, 4, 4
1045, plains, modern_beta:pe_savanna, MONSTER, minecraft:enderman, 5, 1, 4
1046, plains, modern_beta:pe_savanna, MONSTER, minecraft:witch, 5, 1, 1
1047, plains, modern_beta:pe_savanna, CREATURE, minecraft:sheep, 20, 4, 4
1048, plains, modern_beta:pe_savanna, CREATURE, minecraft:pig, 20, 4, 4
1049, plains, modern_beta:pe_savanna, CREATURE, minecraft:chicken, 20, 4, 4
1050, plains, modern_beta:pe_savanna, CREATURE, minecraft:cow, 20, 4, 4
1051, plains, modern_beta:pe_savanna, CREATURE, minecraft:horse, 10, 2, 6
1052, plains, modern_beta:pe_savanna, CREATURE, minecraft:donkey, 10, 1, 3
1053, plains, modern_beta:pe_savanna, CREATURE, minecraft:turtle, 10, 2, 5
1054, plains, modern_beta:pe_savanna, AMBIENT, minecraft:bat, 10, 8, 8
1055, plains, modern_beta:pe_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1056, plains, modern_beta:pe_savanna, WATER_CREATURE, minecraft:squid, 10, 1, 4
1057, forest, modern_beta:pe_seasonal_forest, MONSTER, minecraft:spider, 60, 4, 4
1058, forest, modern_beta:pe_seasonal_forest, MONSTER, minecraft:zombie, 60, 4, 4
1059, forest, modern_beta:pe_seasonal_forest, MONSTER, minecraft:zombie_villager, 10, 1, 1
1060, forest, modern_beta:pe_seasonal_forest, MONSTER, minecraft:skeleton, 60, 4, 4
1061, forest, modern_beta:pe_seasonal_forest, MONSTER, minecraft:creeper, 60, 4, 4
1062, forest, modern_beta:pe_seasonal_forest, MONSTER, minecraft:slime, 60, 4, 4
1063, forest, modern_beta:pe_seasonal_forest, MONSTER, minecraft:enderman, 5, 1, 4
1064, forest, modern_beta:pe_seasonal_forest, MONSTER, minecraft:witch, 5, 1, 1
1065, forest, modern_beta:pe_seasonal_forest, CREATURE, minecraft:sheep, 20, 4, 4
1066, forest, modern_beta:pe_seasonal_forest, CREATURE, minecraft:pig, 20, 4, 4
1067, forest, modern_beta:pe_seasonal_forest, CREATURE, minecraft:chicken, 20, 4, 4
1068, forest, modern_beta:pe_seasonal_forest, CREATURE, minecraft:cow, 20, 4, 4
1069, forest, modern_beta:pe_seasonal_forest, CREATURE, minecraft:wolf, 10, 4, 4
1070, forest, modern_beta:pe_seasonal_forest, CREATURE, minecraft:turtle, 10, 2, 5
1071, forest, modern_beta:pe_seasonal_forest, AMBIENT, minecraft:bat, 10, 8, 8
1072, forest, modern_beta:pe_seasonal_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1073, forest, modern_beta:pe_seasonal_forest, WATER_CREATURE, minecraft:squid, 10, 1, 4
1074, plains, modern_beta:pe_shrubland, MONSTER, minecraft:spider, 60, 4, 4
1075, plains, modern_beta:pe_shrubland, MONSTER, minecraft:zombie, 60, 4, 4
1076, plains, modern_beta:pe_shrubland, MONSTER, minecraft:zombie_villager, 10, 1, 1
1077, plains, modern_beta:pe_shrubland, MONSTER, minecraft:skeleton, 60, 4, 4
1078, plains, modern_beta:pe_shrubland, MONSTER, minecraft:creeper, 60, 4, 4
1079, plains, modern_beta:pe_shrubland, MONSTER, minecraft:slime, 60, 4, 4
1060, plains, modern_beta:pe_shrubland, MONSTER, minecraft:enderman, 5, 1, 4
1081, plains, modern_beta:pe_shrubland, MONSTER, minecraft:witch, 5, 1, 1
1082, plains, modern_beta:pe_shrubland, CREATURE, minecraft:sheep, 20, 4, 4
1083, plains, modern_beta:pe_shrubland, CREATURE, minecraft:pig, 20, 4, 4
1084, plains, modern_beta:pe_shrubland, CREATURE, minecraft:chicken, 20, 4, 4
1085, plains, modern_beta:pe_shrubland, CREATURE, minecraft:cow, 20, 4, 4
1086, plains, modern_beta:pe_shrubland, CREATURE, minecraft:horse, 10, 2, 6
1087, plains, modern_beta:pe_shrubland, CREATURE, minecraft:donkey, 10, 1, 3
1088, plains, modern_beta:pe_shrubland, CREATURE, minecraft:turtle, 10, 2, 5
1089, plains, modern_beta:pe_shrubland, AMBIENT, minecraft:bat, 10, 8, 8
1090, plains, modern_beta:pe_shrubland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1091, plains, modern_beta:pe_shrubland, WATER_CREATURE, minecraft:squid, 10, 1, 4
1092, swamp, modern_beta:pe_swampland, MONSTER, minecraft:spider, 60, 4, 4
1093, swamp, modern_beta:pe_swampland, MONSTER, minecraft:zombie, 60, 4, 4
1094, swamp, modern_beta:pe_swampland, MONSTER, minecraft:zombie_villager, 10, 1, 1
1095, swamp, modern_beta:pe_swampland, MONSTER, minecraft:skeleton, 60, 4, 4
1096, swamp, modern_beta:pe_swampland, MONSTER, minecraft:creeper, 60, 4, 4
1097, swamp, modern_beta:pe_swampland, MONSTER, minecraft:slime, 60, 4, 4
1098, swamp, modern_beta:pe_swampland, MONSTER, minecraft:enderman, 5, 1, 4
1099, swamp, modern_beta:pe_swampland, MONSTER, minecraft:witch, 5, 1, 1
1100, swamp, modern_beta:pe_swampland, MONSTER, minecraft:slime, 10, 1, 1
1101, swamp, modern_beta:pe_swampland, CREATURE, minecraft:sheep, 20, 4, 4
1102, swamp, modern_beta:pe_swampland, CREATURE, minecraft:pig, 20, 4, 4
1103, swamp, modern_beta:pe_swampland, CREATURE, minecraft:chicken, 20, 4, 4
1104, swamp, modern_beta:pe_swampland, CREATURE, minecraft:cow, 20, 4, 4
1105, swamp, modern_beta:pe_swampland, CREATURE, minecraft:frog, 10, 2, 5
1106, swamp, modern_beta:pe_swampland, CREATURE, minecraft:turtle, 10, 2, 5
1107, swamp, modern_beta:pe_swampland, AMBIENT, minecraft:bat, 10, 8, 8
1108, swamp, modern_beta:pe_swampland, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1109, swamp, modern_beta:pe_swampland, WATER_CREATURE, minecraft:squid, 10, 1, 4
1110, taiga, modern_beta:pe_taiga, MONSTER, minecraft:spider, 60, 4, 4
1111, taiga, modern_beta:pe_taiga, MONSTER, minecraft:zombie, 60, 4, 4
1112, taiga, modern_beta:pe_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
1113, taiga, modern_beta:pe_taiga, MONSTER, minecraft:skeleton, 60, 4, 4
1114, taiga, modern_beta:pe_taiga, MONSTER, minecraft:creeper, 60, 4, 4
1115, taiga, modern_beta:pe_taiga, MONSTER, minecraft:slime, 60, 4, 4
1116, taiga, modern_beta:pe_taiga, MONSTER, minecraft:enderman, 5, 1, 4
1117, taiga, modern_beta:pe_taiga, MONSTER, minecraft:witch, 5, 1, 1
1118, taiga, modern_beta:pe_taiga, CREATURE, minecraft:sheep, 20, 4, 4
1119, taiga, modern_beta:pe_taiga, CREATURE, minecraft:pig, 20, 4, 4
1120, taiga, modern_beta:pe_taiga, CREATURE, minecraft:chicken, 20, 4, 4
1121, taiga, modern_beta:pe_taiga, CREATURE, minecraft:cow, 20, 4, 4
1122, taiga, modern_beta:pe_taiga, CREATURE, minecraft:wolf, 10, 4, 4
1123, taiga, modern_beta:pe_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
1124, taiga, modern_beta:pe_taiga, CREATURE, minecraft:llama, 10, 4, 6
1125, taiga, modern_beta:pe_taiga, CREATURE, minecraft:fox, 10, 2, 4
1126, taiga, modern_beta:pe_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1127, taiga, modern_beta:pe_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1128, taiga, modern_beta:pe_taiga, WATER_CREATURE, minecraft:squid, 10, 1, 4
1129, icy, modern_beta:pe_tundra, MONSTER, minecraft:spider, 60, 4, 4
1130, icy, modern_beta:pe_tundra, MONSTER, minecraft:zombie, 60, 4, 4
1131, icy, modern_beta:pe_tundra, MONSTER, minecraft:zombie_villager, 10, 1, 1
1132, icy, modern_beta:pe_tundra, MONSTER, minecraft:skeleton, 20, 4, 4
1133, icy, modern_beta:pe_tundra, MONSTER, minecraft:creeper, 60, 4, 4
1134, icy, modern_beta:pe_tundra, MONSTER, minecraft:slime, 60, 4, 4
1135, icy, modern_beta:pe_tundra, MONSTER, minecraft:enderman, 5, 1, 4
1136, icy, modern_beta:pe_tundra, MONSTER, minecraft:witch, 5, 1, 1
1137, icy, modern_beta:pe_tundra, MONSTER, minecraft:stray, 60, 4, 4
1138, icy, modern_beta:pe_tundra, CREATURE, minecraft:rabbit, 10, 2, 3
1139, icy, modern_beta:pe_tundra, CREATURE, minecraft:polar_bear, 10, 1, 2
1140, icy, modern_beta:pe_tundra, CREATURE, minecraft:goat, 10, 4, 6
1141, icy, modern_beta:pe_tundra, AMBIENT, minecraft:bat, 10, 8, 8
1142, icy, modern_beta:pe_tundra, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1143, icy, modern_beta:pe_tundra, WATER_CREATURE, minecraft:squid, 10, 1, 4
1144, ocean, modern_beta:pe_warm_ocean, MONSTER, minecraft:drowned, 10, 1, 1
1145, ocean, modern_beta:pe_warm_ocean, MONSTER, minecraft:spider, 60, 4, 4
1146, ocean, modern_beta:pe_warm_ocean, MONSTER, minecraft:zombie, 60, 4, 4
1147, ocean, modern_beta:pe_warm_ocean, MONSTER, minecraft:zombie_villager, 10, 1, 1
1148, ocean, modern_beta:pe_warm_ocean, MONSTER, minecraft:skeleton, 60, 4, 4
1149, ocean, modern_beta:pe_warm_ocean, MONSTER, minecraft:creeper, 60, 4, 4
1150, ocean, modern_beta:pe_warm_ocean, MONSTER, minecraft:slime, 60, 4, 4
1151, ocean, modern_beta:pe_warm_ocean, MONSTER, minecraft:enderman, 5, 1, 4
1152, ocean, modern_beta:pe_warm_ocean, MONSTER, minecraft:witch, 5, 1, 1
1153, ocean, modern_beta:pe_warm_ocean, AMBIENT, minecraft:bat, 10, 8, 8
1154, ocean, modern_beta:pe_warm_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1155, ocean, modern_beta:pe_warm_ocean, WATER_CREATURE, minecraft:squid, 10, 4, 4
1156, ocean, modern_beta:pe_warm_ocean, WATER_CREATURE, minecraft:dolphin, 10, 1, 2
1157, ocean, modern_beta:pe_warm_ocean, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
1158, ocean, modern_beta:pe_warm_ocean, WATER_AMBIENT, minecraft:pufferfish, 15, 1, 3
1159, plains, minecraft:plains, MONSTER, minecraft:spider, 60, 4, 4
1160, plains, minecraft:plains, MONSTER, minecraft:zombie, 60, 4, 4
1161, plains, minecraft:plains, MONSTER, minecraft:zombie_villager, 10, 1, 1
1162, plains, minecraft:plains, MONSTER, minecraft:skeleton, 60, 4, 4
1163, plains, minecraft:plains, MONSTER, minecraft:creeper, 60, 4, 4
1164, plains, minecraft:plains, MONSTER, minecraft:slime, 60, 4, 4
1165, plains, minecraft:plains, MONSTER, minecraft:enderman, 5, 1, 4
1166, plains, minecraft:plains, MONSTER, minecraft:witch, 5, 1, 1
1167, plains, minecraft:plains, CREATURE, minecraft:sheep, 20, 4, 4
1168, plains, minecraft:plains, CREATURE, minecraft:pig, 20, 4, 4
1169, plains, minecraft:plains, CREATURE, minecraft:chicken, 20, 4, 4
1170, plains, minecraft:plains, CREATURE, minecraft:cow, 20, 4, 4
1171, plains, minecraft:plains, CREATURE, minecraft:horse, 10, 2, 6
1172, plains, minecraft:plains, CREATURE, minecraft:donkey, 10, 1, 3
1173, plains, minecraft:plains, AMBIENT, minecraft:bat, 10, 8, 8
1174, plains, minecraft:plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1175, river, minecraft:river, MONSTER, minecraft:spider, 60, 4, 4
1176, river, minecraft:river, MONSTER, minecraft:zombie, 60, 4, 4
1177, river, minecraft:river, MONSTER, minecraft:zombie_villager, 10, 1, 1
1178, river, minecraft:river, MONSTER, minecraft:skeleton, 60, 4, 4
1179, river, minecraft:river, MONSTER, minecraft:creeper, 60, 4, 4
1160, river, minecraft:river, MONSTER, minecraft:slime, 60, 4, 4
1181, river, minecraft:river, MONSTER, minecraft:enderman, 5, 1, 4
1182, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
1183, river, minecraft:river, MONSTER, minecraft:drowned, 60, 1, 1
1184, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
1185, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1186, river, minecraft:river, WATER_CREATURE, minecraft:squid, 10, 1, 4
1187, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 10, 1, 5
1188, savanna, minecraft:savanna, MONSTER, minecraft:spider, 60, 4, 4
1189, savanna, minecraft:savanna, MONSTER, minecraft:zombie, 60, 4, 4
1190, savanna, minecraft:savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
1191, savanna, minecraft:savanna, MONSTER, minecraft:skeleton, 60, 4, 4
1192, savanna, minecraft:savanna, MONSTER, minecraft:creeper, 60, 4, 4
1193, savanna, minecraft:savanna, MONSTER, minecraft:slime, 60, 4, 4
1194, savanna, minecraft:savanna, MONSTER, minecraft:enderman, 5, 1, 4
1195, savanna, minecraft:savanna, MONSTER, minecraft:witch, 5, 1, 1
1196, savanna, minecraft:savanna, CREATURE, minecraft:sheep, 20, 4, 4
1197, savanna, minecraft:savanna, CREATURE, minecraft:pig, 20, 4, 4
1198, savanna, minecraft:savanna, CREATURE, minecraft:chicken, 20, 4, 4
1199, savanna, minecraft:savanna, CREATURE, minecraft:cow, 20, 4, 4
1200, savanna, minecraft:savanna, CREATURE, minecraft:horse, 10, 2, 6
1201, savanna, minecraft:savanna, CREATURE, minecraft:donkey, 10, 1, 1
1202, savanna, minecraft:savanna, AMBIENT, minecraft:bat, 10, 8, 8
1203, savanna, minecraft:savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1204, savanna, minecraft:savanna_plateau, MONSTER, minecraft:spider, 60, 4, 4
1205, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie, 60, 4, 4
1206, savanna, minecraft:savanna_plateau, MONSTER, minecraft:zombie_villager, 10, 1, 1
1207, savanna, minecraft:savanna_plateau, MONSTER, minecraft:skeleton, 60, 4, 4
1208, savanna, minecraft:savanna_plateau, MONSTER, minecraft:creeper, 60, 4, 4
1209, savanna, minecraft:savanna_plateau, MONSTER, minecraft:slime, 60, 4, 4
1210, savanna, minecraft:savanna_plateau, MONSTER, minecraft:enderman, 5, 1, 4
1211, savanna, minecraft:savanna_plateau, MONSTER, minecraft:witch, 5, 1, 1
1212, savanna, minecraft:savanna_plateau, CREATURE, minecraft:sheep, 20, 4, 4
1213, savanna, minecraft:savanna_plateau, CREATURE, minecraft:pig, 20, 4, 4
1214, savanna, minecraft:savanna_plateau, CREATURE, minecraft:chicken, 20, 4, 4
1215, savanna, minecraft:savanna_plateau, CREATURE, minecraft:cow, 20, 4, 4
1216, savanna, minecraft:savanna_plateau, CREATURE, minecraft:horse, 10, 2, 6
1217, savanna, minecraft:savanna_plateau, CREATURE, minecraft:donkey, 10, 1, 1
1218, savanna, minecraft:savanna_plateau, CREATURE, minecraft:llama, 10, 4, 4
1219, savanna, minecraft:savanna_plateau, AMBIENT, minecraft:bat, 10, 8, 8
1220, savanna, minecraft:savanna_plateau, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1221, the_end, betterend:shadow_forest, MONSTER, betterend:shadow_walker, 60, 2, 4
1222, the_end, betterend:shadow_forest, MONSTER, minecraft:enderman, 5, 1, 4
1223, the_end, betterend:shadow_forest, MONSTER, minecraft:phantom, 10, 1, 2
1224, the_end, nullscape:shadowlands, MONSTER, minecraft:phantom, 10, 1, 1
1225, the_end, nullscape:shadowlands, MONSTER, minecraft:enderman, 5, 4, 4
1226, none, aether:skyroot_forest, CREATURE, aether:phyg, 10, 3, 4
1227, none, aether:skyroot_forest, CREATURE, aether:sheepuf20 12, 3, 4
1228, none, aether:skyroot_forest, CREATURE, aether:flying_cow, 22, 2, 5
1229, none, aether:skyroot_forest, CREATURE, aether:aerbunny, 11, 3, 3
1230, none, aether:skyroot_forest, CREATURE, aether:moa, 10, 1, 3
1231, none, aether:skyroot_forest, AETHER_SURFACE_MONSTER, aether:aechor_plant, 10, 1, 1
1232, none, aether:skyroot_forest, AETHER_SURFACE_MONSTER, aether:blue_swet, 10, 1, 1
1233, none, aether:skyroot_forest, AETHER_SURFACE_MONSTER, aether:golden_swet, 10, 1, 1
1234, none, aether:skyroot_forest, AETHER_SURFACE_MONSTER, aether:whirlwind, 10, 1, 1
1235, none, aether:skyroot_forest, AETHER_SURFACE_MONSTER, aether:evil_whirlwind, 10, 1, 1
1236, none, aether:skyroot_forest, AETHER_DARKNESS_MONSTER, aether:cockatrice, 10, 1, 1
1237, none, aether:skyroot_forest, AETHER_SKY_MONSTER, aether:zephyr, 20, 1, 1
1238, none, aether:skyroot_forest, AETHER_AERWHALE, aether:aerwhale, 10, 1, 1
1239, none, aether:skyroot_grove, CREATURE, aether:phyg, 10, 3, 4
1240, none, aether:skyroot_grove, CREATURE, aether:sheepuf20 12, 3, 4
1241, none, aether:skyroot_grove, CREATURE, aether:flying_cow, 22, 2, 5
1242, none, aether:skyroot_grove, CREATURE, aether:aerbunny, 11, 3, 3
1243, none, aether:skyroot_grove, CREATURE, aether:moa, 10, 1, 3
1244, none, aether:skyroot_grove, AETHER_SURFACE_MONSTER, aether:aechor_plant, 10, 1, 1
1245, none, aether:skyroot_grove, AETHER_SURFACE_MONSTER, aether:blue_swet, 10, 1, 1
1246, none, aether:skyroot_grove, AETHER_SURFACE_MONSTER, aether:golden_swet, 10, 1, 1
1247, none, aether:skyroot_grove, AETHER_SURFACE_MONSTER, aether:whirlwind, 10, 1, 1
1248, none, aether:skyroot_grove, AETHER_SURFACE_MONSTER, aether:evil_whirlwind, 10, 1, 1
1249, none, aether:skyroot_grove, AETHER_DARKNESS_MONSTER, aether:cockatrice, 10, 1, 1
1250, none, aether:skyroot_grove, AETHER_SKY_MONSTER, aether:zephyr, 20, 1, 1
1251, none, aether:skyroot_grove, AETHER_AERWHALE, aether:aerwhale, 10, 1, 1
1252, none, aether:skyroot_meadow, CREATURE, aether:phyg, 10, 3, 4
1253, none, aether:skyroot_meadow, CREATURE, aether:sheepuf20 12, 3, 4
1254, none, aether:skyroot_meadow, CREATURE, aether:flying_cow, 22, 2, 5
1255, none, aether:skyroot_meadow, CREATURE, aether:aerbunny, 11, 3, 3
1256, none, aether:skyroot_meadow, CREATURE, aether:moa, 10, 1, 3
1257, none, aether:skyroot_meadow, AETHER_SURFACE_MONSTER, aether:aechor_plant, 10, 1, 1
1258, none, aether:skyroot_meadow, AETHER_SURFACE_MONSTER, aether:blue_swet, 10, 1, 1
1259, none, aether:skyroot_meadow, AETHER_SURFACE_MONSTER, aether:golden_swet, 10, 1, 1
1260, none, aether:skyroot_meadow, AETHER_SURFACE_MONSTER, aether:whirlwind, 10, 1, 1
1261, none, aether:skyroot_meadow, AETHER_SURFACE_MONSTER, aether:evil_whirlwind, 10, 1, 1
1262, none, aether:skyroot_meadow, AETHER_DARKNESS_MONSTER, aether:cockatrice, 10, 1, 1
1263, none, aether:skyroot_meadow, AETHER_SKY_MONSTER, aether:zephyr, 20, 1, 1
1264, none, aether:skyroot_meadow, AETHER_AERWHALE, aether:aerwhale, 10, 1, 1
1265, none, aether:skyroot_woodland, CREATURE, aether:phyg, 10, 3, 4
1266, none, aether:skyroot_woodland, CREATURE, aether:sheepuf20 12, 3, 4
